# Canadian Moho depth compilation by Schetsellar, E. M. and Snyder, D. B.
# ===
# This is a reproduction of data downloaded from geoscan.nrcan.gc.ca
# ===
# Title: National database of Moho depth estimates estimates from seismic refraction and teleseismic surveys
# Author: Schetselaar, E M; Snyder, D B
# Source: Geological Survey of Canada, Open File 8243, 2017, 14 pages, https://doi.org/10.4095/305396 (Open Access)
# Year: 2017
# Publisher: Natural Resources Canada
# GEOSCAN ID: 305396
STATION,LON,LAT,Z,MOHODEPTH,STDDEV,DUPLICATE,METHOD,DATA_SOURCE,LOCATION,AUTHORS_1st,YEAR,TITLE,JOURNAL
VIMO,-83.74,52.82,68.76,45,,TRUE,TELESEISMIC,CNSN; POLARIS,"Victor Mine, ON",Bent and Kao,2015,Crustal Structure of Eastern and Central Canada from a Neighborhood Algorithm Inversion,"Geol. Surv. Canada Open File 7833, 68 pp."
VLDQ,-77.76,48.19,304.66,33.04,1.392,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
VTIN,-117.18,70.75,157,25.88,5.013,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
WAGN,-89.44,65.88,10.69,33.67,0.337,FALSE,TELESEISMIC,CNSN; POLARIS,"Wager Bay, NU",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
WALA,-113.91,49.06,1328.83,39.45,6.966,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
WALA,-113.91,49.06,1328.83,56.8,,TRUE,TELESEISMIC,CNSN; POLARIS,Canadian Rockies,Gu et al.,2011,The Canadian Rockies and Alberta network (CRANE): new constrainits on the Rockies and Western Canada Sedimentary Basin.,"Seismologicla Research Letters, 82(4):575-588."
WAPA,-119.25,55.18,774.84,41.96,1.078,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
WBHL,-66.87,52.9,563.14,49,8.594,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
WEMQ,-77.97,53.05,166.1,40.2,5.28,FALSE,TELESEISMIC,CNSN; POLARIS,"James Bay, QC",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
WHFN,-107.09,62.56,363.06,45.6,1.433,FALSE,TELESEISMIC,CNSN; POLARIS,"Whitefisdh Lake, NWT",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
WHY,-134.88,60.66,1164.01,36.43,0.287,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
WLVO,-78.4,43.92,79.6,41.33,0.147,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
WSLR,-122.92,50.13,1057.07,36.68,0.097,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YBKN,-96,64.32,8.2,34.92,0.098,FALSE,TELESEISMIC,CNSN; POLARIS,"Baker Lake, NU",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YKW1,-114.6,62.49,192,37.94,0.514,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YKW1,-114.6,62.49,192,36.75,0.514,TRUE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YKW2,-114.6,62.49,192,35.55,1.468,TRUE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YKW4,-114.6,62.49,192,37.81,0.563,TRUE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YKW4,-114.6,62.49,192,35.43,0.563,TRUE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YKW5,-114.6,62.49,192,33.04,2.9,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YMBN,-111.53,64.87,422.69,36.56,7.279,FALSE,TELESEISMIC,CNSN; POLARIS,"Yamba Lake, NWT",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YNEN,-111.05,65.09,430.41,38.57,1.795,FALSE,TELESEISMIC,CNSN; POLARIS,"Yamba Lake, NWT",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YOSQ,-72.2,52.87,536.12,39.07,0.412,FALSE,TELESEISMIC,CNSN; POLARIS,"Renard Mine, QC",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YRTN,-92.11,62.81,12.41,36.94,0.511,FALSE,TELESEISMIC,CNSN; POLARIS,"Rankin Inlet, NU",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YUK1,-140.53,62.15,1201.62,40.33,5.286,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YUK2,-140.84,61.77,910.11,45.23,4.332,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YUK3,-140.46,61.78,1838.11,34.04,4.104,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YUK5,-137.86,61.13,1473.5,37.94,4.392,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YUK6,-138.36,60.94,2008.83,28.27,6.883,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
YUK7,-138.14,60.53,1799.31,26.26,3.779,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
BRU,-117.87,53.32,1095.43,50,,FALSE,TELESEISMIC,CRANE,Canadian Rockies,Gu et al.,2011,The Canadian Rockies and Alberta network (CRANE): new constrainits on the Rockies and Western Canada Sedimentary Basin.,"Seismologicla Research Letters, 82(4):575-588."
CLA,-113.52,50.01,1033.49,57.6,,FALSE,TELESEISMIC,CRANE,Canadian Rockies,Gu et al.,2011,The Canadian Rockies and Alberta network (CRANE): new constrainits on the Rockies and Western Canada Sedimentary Basin.,"Seismologicla Research Letters, 82(4):575-588."
CZA,-110.85,52.49,702.92,45.9,,FALSE,TELESEISMIC,CRANE,Canadian Rockies,Gu et al.,2011,The Canadian Rockies and Alberta network (CRANE): new constrainits on the Rockies and Western Canada Sedimentary Basin.,"Seismologicla Research Letters, 82(4):575-588."
DOR,-108.57,54.22,480.26,42.8,,FALSE,TELESEISMIC,CRANE,Canadian Rockies,Gu et al.,2011,The Canadian Rockies and Alberta network (CRANE): new constrainits on the Rockies and Western Canada Sedimentary Basin.,"Seismologicla Research Letters, 82(4):575-588."
FMC,-111.5,56.65,363.23,37,,FALSE,TELESEISMIC,CRANE,Canadian Rockies,Gu et al.,2011,The Canadian Rockies and Alberta network (CRANE): new constrainits on the Rockies and Western Canada Sedimentary Basin.,"Seismologicla Research Letters, 82(4):575-588."
HON,-114.05,55.08,580.86,40,,FALSE,TELESEISMIC,CRANE,Canadian Rockies,Gu et al.,2011,The Canadian Rockies and Alberta network (CRANE): new constrainits on the Rockies and Western Canada Sedimentary Basin.,"Seismologicla Research Letters, 82(4):575-588."
JOF,-113.51,52.34,902.82,45.4,,FALSE,TELESEISMIC,CRANE,Canadian Rockies,Gu et al.,2011,The Canadian Rockies and Alberta network (CRANE): new constrainits on the Rockies and Western Canada Sedimentary Basin.,"Seismologicla Research Letters, 82(4):575-588."
LYA,-113.47,51.16,919.17,44.7,,FALSE,TELESEISMIC,CRANE,Canadian Rockies,Gu et al.,2011,The Canadian Rockies and Alberta network (CRANE): new constrainits on the Rockies and Western Canada Sedimentary Basin.,"Seismologicla Research Letters, 82(4):575-588."
NOR,-116.05,52.49,1365.89,51,,FALSE,TELESEISMIC,CRANE,Canadian Rockies,Gu et al.,2011,The Canadian Rockies and Alberta network (CRANE): new constrainits on the Rockies and Western Canada Sedimentary Basin.,"Seismologicla Research Letters, 82(4):575-588."
PER,-116.04,53.68,837.52,48,,FALSE,TELESEISMIC,CRANE,Canadian Rockies,Gu et al.,2011,The Canadian Rockies and Alberta network (CRANE): new constrainits on the Rockies and Western Canada Sedimentary Basin.,"Seismologicla Research Letters, 82(4):575-588."
REC,-115.28,56.55,538.8,38,,FALSE,TELESEISMIC,CRANE,Canadian Rockies,Gu et al.,2011,The Canadian Rockies and Alberta network (CRANE): new constrainits on the Rockies and Western Canada Sedimentary Basin.,"Seismologicla Research Letters, 82(4):575-588."
5110,-90.59,50.02,447.67,40,2.5,FALSE,TELESEISMIC,EARS,twist97_5110,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
5130,-90.67,50.36,428.99,42,2.7,FALSE,TELESEISMIC,EARS,twist97_5130,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
5150,-90.56,50.69,399,36,3.8,FALSE,TELESEISMIC,EARS,twist97_5150,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
5170,-90.35,51.03,386.16,34,5.9,FALSE,TELESEISMIC,EARS,twist97_5170,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
5190,-90.22,51.35,399.28,42,6.2,FALSE,TELESEISMIC,EARS,twist97_5190,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
A11,-70.2,47.24,47.05,36,6.9,TRUE,TELESEISMIC,EARS,ST-ROCH-DES-AULNAIES QC,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
A16,-70.01,47.47,28.5,33,6.1,TRUE,TELESEISMIC,EARS,RIVIERE OUELLE QC,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
A21,-69.69,47.7,40.63,38,1.3,TRUE,TELESEISMIC,EARS,ST-ANDRE QC,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
A54,-70.41,47.46,226.09,42,6.2,TRUE,TELESEISMIC,EARS,MISERE QC,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
A61,-70.09,47.69,324.8,44,0.2,TRUE,TELESEISMIC,EARS,SAINTE MATHILDE QC,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
A64,-69.89,47.83,91.3,40,4.5,TRUE,TELESEISMIC,EARS,SAINT-SIMEON QC,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
ACTO,-80.06,43.61,366.2,42,0.3,TRUE,TELESEISMIC,EARS,Acton Ontario Canada,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
ALGO,-78.05,45.95,215.92,42,2.5,TRUE,TELESEISMIC,EARS,ALGONQUIN PARK ON,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
ATKO,-91.6,48.82,402.71,46,2.4,TRUE,TELESEISMIC,EARS,ATIKOKAN IRON MINE ON,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
BANO,-77.93,45.02,368.04,40,0.5,TRUE,TELESEISMIC,EARS,Bancroft Ontario Canada,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
BISC,-78.24,46.03,403.47,38,4.6,FALSE,TELESEISMIC,EARS,Bisset Creek (On),Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
BMRO,-81.22,44.6,235.05,46,2.6,TRUE,TELESEISMIC,EARS,Meriville Lake Ontario Canada,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
BUKO,-79.4,45.44,322.53,43,2.2,FALSE,TELESEISMIC,EARS,Buck Lake Ontario Canada,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
CHGQ,-74.38,49.91,397.71,36,1,TRUE,TELESEISMIC,EARS,Chibougamau QC,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D46A,-84.04,46.89,355,37,2.7,FALSE,TELESEISMIC,EARS,Sault St. Marie ON CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D47A,-83.1,47.06,493.68,41,0.4,FALSE,TELESEISMIC,EARS,Chapleau ON CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D48A,-81.81,47.17,426.96,32,3.3,FALSE,TELESEISMIC,EARS,Paudash Township ON CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D49A,-81.36,47.27,409.24,41,2.3,FALSE,TELESEISMIC,EARS,Beulah Township ON CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D50A,-79.84,47.17,330.42,33,0.3,FALSE,TELESEISMIC,EARS,G1974 Best Township ON CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D51A,-79.37,47.09,268.46,34,0.2,FALSE,TELESEISMIC,EARS,Lot 18 Range III Mazenod Township QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D52A,-78.41,46.98,346.04,37,1.2,FALSE,TELESEISMIC,EARS,ZEK Kipawa Senerzegues Township QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D53A,-77.7,47.08,354.48,44,0.4,FALSE,TELESEISMIC,EARS,Lac Vacive Pontiac Mrc QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D54A,-76.66,47.15,394.66,38,0.5,FALSE,TELESEISMIC,EARS,Lac Fusel La Vallee-de-La-Gatineau QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D55A,-75.47,47.02,311.43,38,0.2,FALSE,TELESEISMIC,EARS,Sainte-Anne-du-Lac QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D56A,-74.76,47.05,426.38,38,0.6,FALSE,TELESEISMIC,EARS,ZEC Mazanza Mont-Saint-Michel QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D57A,-73.89,47.02,423.98,38,0.3,FALSE,TELESEISMIC,EARS,Chemin Vers le Barrage Saint-Michel-Des-Saints Q,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D58A,-72.88,47.1,276.44,38,0.2,FALSE,TELESEISMIC,EARS,Chemin du LacGrosbois Trois-Rives QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D59A,-71.84,47.01,198.21,44,3.1,FALSE,TELESEISMIC,EARS,Saint-Raymond QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
D61A,-70.19,47.2,119.57,45,2.3,FALSE,TELESEISMIC,EARS,St Aubert Comte d'Islet QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
DELO,-77.62,44.52,212.04,41,0.3,FALSE,TELESEISMIC,EARS,Deloro Mine Ontario Canada,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
DRCO,-78.7,43.88,95.38,40,2.9,FALSE,TELESEISMIC,EARS,St. Marys Cement Ontario Canada,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
DRWO,-78.73,43.87,87.08,40,0.2,FALSE,TELESEISMIC,EARS,Darlington West Ontario Canada,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E47A,-83.28,46.45,253.8,40,2.5,FALSE,TELESEISMIC,EARS,Iron Bridge ON CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E48A,-82.17,46.48,352.58,38,2.8,FALSE,TELESEISMIC,EARS,Lockeyer ON CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E50A,-80.74,46.42,242.87,42,4.2,FALSE,TELESEISMIC,EARS,Wahnapitae ON CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E51A,-79.49,46.53,343.6,41,1.8,FALSE,TELESEISMIC,EARS,G1948 Merrick Township ON CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E52A,-78.66,46.29,238.13,35,0.4,FALSE,TELESEISMIC,EARS,Mattawa ON CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E53A,-77.66,46.38,333.47,46,1.1,FALSE,TELESEISMIC,EARS,Dumoine Pontiac MRC QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E54A,-77.19,46.43,272.07,40,0.6,FALSE,TELESEISMIC,EARS,Lac Daplat Pontiac MRC QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E55A,-76.06,46.45,179.3,40,0.3,FALSE,TELESEISMIC,EARS,Montcerf-Lytton QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E56A,-75.03,46.54,306.84,43,4.6,FALSE,TELESEISMIC,EARS,St. Veronique QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E57A,-74.15,46.41,579.4,30,4.3,FALSE,TELESEISMIC,EARS,Chemin Saint Guillaume Saint Donat QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E58A,-73.28,46.37,239,48,6.5,FALSE,TELESEISMIC,EARS,La Victoria QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E59A,-72.51,46.48,35.41,30,5.1,FALSE,TELESEISMIC,EARS,St. Maurice QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E60A,-71.45,46.37,170.76,34,1.1,FALSE,TELESEISMIC,EARS,Ste Agathe de Lotbiniere QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
E61A,-70.49,46.43,498.44,40,4.5,FALSE,TELESEISMIC,EARS,Lac Etchemin QC CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
ELFO,-81.32,43.19,305,44,3.6,TRUE,TELESEISMIC,EARS,Elginfield Ontario Canada,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
F48A,-82.62,45.83,178.94,35,1.1,FALSE,TELESEISMIC,EARS,Evansville ON CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
F49A,-82.04,45.76,228.13,38,0.3,FALSE,TELESEISMIC,EARS,Sandfield ON CAN,Trabant  et al.,2012,Data products at the IRIS DMC: stepping stones for research and other applications,"Seismological Research Letters, 83(5):846-854."
