# Canadian Moho depth compilation by Schetsellar, E. M. and Snyder, D. B.
# ===
# This is a reproduction of data downloaded from geoscan.nrcan.gc.ca
# ===
# Title: National database of Moho depth estimates estimates from seismic refraction and teleseismic surveys
# Author: Schetselaar, E M; Snyder, D B
# Source: Geological Survey of Canada, Open File 8243, 2017, 14 pages, https://doi.org/10.4095/305396 (Open Access)
# Year: 2017
# Publisher: Natural Resources Canada
# GEOSCAN ID: 305396
STATION,LON,LAT,Z,MOHODEPTH,STDDEV,DUPLICATE,METHOD,DATA_SOURCE,LOCATION,AUTHORS_1st,YEAR,TITLE,JOURNAL
INK,-133.52,68.31,39.02,29.15,2.874,FALSE,TELESEISMIC,CNSN; POLARIS,"Inuvik, NWT",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
INUQ,-78.12,58.45,7.51,41.33,0.43,FALSE,TELESEISMIC,CNSN; POLARIS,"Hudson Bay, QC",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
IVKQ,-77.91,62.42,45.14,35.93,0.131,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
JERN,-111.47,66.02,494.53,37.19,0.537,FALSE,TELESEISMIC,CNSN; POLARIS,"Jericho Mine, NU",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
JOSN,-91.54,63.16,275.92,25.13,3.918,FALSE,TELESEISMIC,CNSN; POLARIS,"Chesterfield, NU",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
KAJQ,-65.93,58.69,39.46,36.18,1.563,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
KAPO,-82.51,49.45,212.68,43.47,3.474,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
KASO,-88.64,53.53,198.78,39.2,1.758,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
KGNO,-76.49,44.23,78.21,40.7,0.74,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
KGNO,-76.49,44.23,78.21,45,,TRUE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2015,Crustal Structure of Eastern and Central Canada from a Neighborhood Algorithm Inversion,"Geol. Surv. Canada Open File 7833, 68 pp."
KILO,-79.72,48.5,332.69,39.57,5.725,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
KIMN,-69.88,62.85,34.08,46.98,1.594,FALSE,TELESEISMIC,CNSN; POLARIS,"Kimmerut, NU",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
KJKQ,-77.74,55.28,14.43,50,5.523,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
KLBO-1,-80.21,45.36,180.81,43.59,7.726,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
KNDN,-109.2,63.42,416.53,39.07,4.178,FALSE,TELESEISMIC,CNSN; POLARIS,"Gahcho Que Mine, NWT",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
KNGQ,-71.95,61.58,90.35,48.37,4.276,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
KRSQ,-69.99,60.02,90.23,43.22,8.441,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
KSVO,-73.69,44.55,425.35,36.94,1.046,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
KUGN,-90.06,68.09,129.4,34.92,0.845,FALSE,TELESEISMIC,CNSN; POLARIS,"Kugaruk, NU",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
KUKN,-115.09,67.82,11.66,25.38,5.575,FALSE,TELESEISMIC,CNSN; POLARIS,"Kugluktuk, NU",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
LAIN,-83.54,69.11,284.48,38.57,0.184,FALSE,TELESEISMIC,CNSN; POLARIS,"Lailor, NU",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
LDGN,-110.52,64.58,416.78,39.32,0.497,FALSE,TELESEISMIC,CNSN; POLARIS,LacdeGras,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
LDIO,-89.6,49.18,490.28,42.46,1.829,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
LGSN,-110.13,64.33,439.3,38.09,0.639,FALSE,TELESEISMIC,CNSN; POLARIS,LacdeGras,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
LINO,-78.78,44.35,273,40.08,1.648,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
LLLB,-121.88,50.61,672.9,36.31,4.243,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
LMN,-64.81,45.85,362.36,37.94,0.305,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
LMN,-64.81,45.85,362.36,38,,FALSE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2015,Crustal Structure of Eastern and Central Canada from a Neighborhood Algorithm Inversion,"Geol. Surv. Canada Open File 7833, 68 pp."
LMQ,-70.33,47.55,471.61,49,4.751,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
LMQ,-70.33,47.55,471.61,35,,TRUE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2015,Crustal Structure of Eastern and Central Canada from a Neighborhood Algorithm Inversion,"Geol. Surv. Canada Open File 7833, 68 pp."
LUPN,-111.26,65.74,483.45,36.56,0.725,FALSE,TELESEISMIC,CNSN; POLARIS,Lupine Mine,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MADG,-61.69,47.28,-3.92,33.79,4.812,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MALG,-63.33,45.79,18.62,36.68,3.78,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MALO,-79.76,50.02,276.5,39.07,1.367,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MALO,-79.76,50.02,276.5,44,,TRUE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2015,Crustal Structure of Eastern and Central Canada from a Neighborhood Algorithm Inversion,"Geol. Surv. Canada Open File 7833, 68 pp."
MANA,-117.64,56.86,491.32,28.77,5.93,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MANN,-79.59,62.29,91,34.55,0.133,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MATQ,-77.64,49.76,258.79,35.3,1.283,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MBC,-119.36,76.24,3.5,28.89,1.473,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MCKN,-110.21,64.2,419.36,37.81,1.073,FALSE,TELESEISMIC,CNSN; POLARIS,MacKay Lake,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MCMN,-92.3,63.3,34,37.06,0.464,FALSE,TELESEISMIC,CNSN; POLARIS,Meliadine Mine,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MEDA,-110.74,49.98,701.44,34.3,5.012,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MGTN,-109.59,63.69,431.47,39.7,3.956,FALSE,TELESEISMIC,CNSN; POLARIS,Margaret Lake,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MKVL,-59.18,55.09,16.69,25.75,8.143,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MLON,-109.9,63.97,420.58,39.45,1.09,FALSE,TELESEISMIC,CNSN; POLARIS,"Marlo Lake, NWT",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MNGN,-72.43,64.66,163.91,40.58,0.828,FALSE,TELESEISMIC,CNSN; POLARIS,"Mingo Lake, NU",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MNT,-73.62,45.5,106.06,33.92,1.276,TRUE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MNT,-73.62,45.5,106.06,37,,TRUE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2015,Crustal Structure of Eastern and Central Canada from a Neighborhood Algorithm Inversion,"Geol. Surv. Canada Open File 7833, 68 pp."
MNT,-73.62,45.5,106.06,32.54,1.276,TRUE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MNTQ,-73.62,45.5,106.06,31.16,1.828,TRUE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MOBC,-131.97,53.14,512.01,26.63,0.553,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MPPO,-76.26,44.77,147.84,40.58,0.314,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MRHQ,-74.21,45.89,348.98,37.44,1.115,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MRYN,-79.38,71.33,195.51,39.82,0.208,FALSE,TELESEISMIC,CNSN; POLARIS,Mary River Mine,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
MUMO,-90.39,52.61,305.43,38.57,0.186,FALSE,TELESEISMIC,CNSN; POLARIS,Musselwhite Mine,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
NANL,-61.73,56.51,133.82,27.64,2.863,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
NATG,-62.81,50.29,20.66,45.48,2.227,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
NMSQ,-76.02,51.71,281.52,35.68,1.609,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
NODN,-110.96,63.96,433.69,38.19,0.533,FALSE,TELESEISMIC,CNSN; POLARIS,MacKay Lake,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
NOTN,-78.14,63.29,108.9,36.56,0.355,FALSE,TELESEISMIC,CNSN; POLARIS,Nottingham Is.,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
NSKO,-87.93,52.2,245.19,40.83,1.701,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
NUNN,-91.08,65.22,238.77,36.31,0.123,FALSE,TELESEISMIC,CNSN; POLARIS,Rae,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
ORIO,-75.51,45.45,70.12,38.44,0.25,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
OTRO,-81.63,50.18,111.37,45,,FALSE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2015,Crustal Structure of Eastern and Central Canada from a Neighborhood Algorithm Inversion,"Geol. Surv. Canada Open File 7833, 68 pp."
OTT,-75.72,45.39,77.57,38,,TRUE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2015,Crustal Structure of Eastern and Central Canada from a Neighborhood Algorithm Inversion,"Geol. Surv. Canada Open File 7833, 68 pp."
OZB,-125.49,48.96,406.51,25.13,2.181,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
PECO,-76.99,43.93,80,41.21,3.161,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
PEMO,-77.25,45.68,182.58,38.32,0.234,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
PGC,-123.45,48.65,3.9,43.47,0.408,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
PHC,-127.43,50.71,18.11,31.28,3.401,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
PIMB,-122.67,49.27,25.77,27.14,2.771,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
PINU,-77.97,72.7,15.16,31.41,0.893,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
PKLO,-90.35,51.5,366.55,38.57,0.77,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
PKRO,-79.07,43.96,186.62,40.96,3.865,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
PLBC,-136.37,59.46,297.41,35.68,3.886,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
PLVO,-77.08,45.04,301.57,39.45,0.236,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
PMB,-123.08,50.52,698.72,36.94,0.965,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
PNGN,-65.71,63.14,319.6,34.8,1.091,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
PNPO,-86.28,48.6,193.53,40.96,5.297,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
PNT,-119.62,49.32,581.05,37.31,4.202,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
PRDA,-114.29,50.87,1220.17,48.62,4.623,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
QCQ,-71.27,46.78,76.76,37.5,,FALSE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2016,Crustal Model of the St. Lawrence Corridor from Charlevoix to Montreal,"Abstract Seismological Society of America annual meeting, Reno USA, April 2016"
QILN,-86.37,66.65,86.7,36.68,0.168,FALSE,TELESEISMIC,CNSN; POLARIS,Repulse Bay,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
RAMB,-123.12,52.63,1230.22,30.15,3.874,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
RES,-94.9,74.69,6.46,29.15,1.553,FALSE,TELESEISMIC,CNSN; POLARIS,"Resolute, NU",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
RLKO,-93.76,51.07,364.76,42.21,0.443,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
ROMN,-118.02,64.32,407.64,36.18,0.258,FALSE,TELESEISMIC,CNSN; POLARIS,"Rome Lake, NWT",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
RSNT,-114.59,62.48,188.53,35.8,2.194,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
RSPO,-79.76,46.07,241.27,34.92,4.057,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SADO,-79.14,44.77,242.09,39.2,0.204,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SADO,-79.14,44.77,242.09,31,,TRUE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2015,Crustal Structure of Eastern and Central Canada from a Neighborhood Algorithm Inversion,"Geol. Surv. Canada Open File 7833, 68 pp."
SADQ,-71.54,46.75,106.57,38,,FALSE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2016,Crustal Model of the St. Lawrence Corridor from Charlevoix to Montreal,"Abstract Seismological Society of America annual meeting, Reno USA, April 2016"
SBNU,-93.56,69.54,15.82,35.55,0.561,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SCHQ,-66.83,54.83,491.74,50,8.141,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SCHQ,-66.83,54.83,491.74,50,,TRUE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2015,Crustal Structure of Eastern and Central Canada from a Neighborhood Algorithm Inversion,"Geol. Surv. Canada Open File 7833, 68 pp."
SEDN,-91.21,63.25,151.46,36.06,0.677,FALSE,TELESEISMIC,CNSN; POLARIS,"Sedna Lake, NU",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SFA,-70.83,47.12,242.6,43,,TRUE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2015,Crustal Structure of Eastern and Central Canada from a Neighborhood Algorithm Inversion,"Geol. Surv. Canada Open File 7833, 68 pp."
SHB,-123.88,49.59,860.27,43.09,5.762,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SHMN,-84.12,64.58,293.25,36.81,0.35,FALSE,TELESEISMIC,CNSN; POLARIS,Southampton Is.,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SHWN,-85.09,63.78,90.05,36.81,0.335,FALSE,TELESEISMIC,CNSN; POLARIS,Southampton Is.,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SILO,-84.91,54.48,147.19,38.19,0.121,TRUE,TELESEISMIC,CNSN; POLARIS,"Sutton Inlier, ON",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SILO,-84.91,54.48,147.19,40,,TRUE,TELESEISMIC,CNSN; POLARIS,"Sutton Inlier, ON",Bent and Kao,2015,Crustal Structure of Eastern and Central Canada from a Neighborhood Algorithm Inversion,"Geol. Surv. Canada Open File 7833, 68 pp."
SJNN,-52.68,47.6,82.21,36.43,1.12,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SLEB,-118.13,51.17,1958.15,27.51,3.162,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SMCQ,-72.06,46.67,46.85,40,,FALSE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2016,Crustal Model of the St. Lawrence Corridor from Charlevoix to Montreal,"Abstract Seismological Society of America annual meeting, Reno USA, April 2016"
SMLN,-91.94,68.59,219.06,30.9,4.095,FALSE,TELESEISMIC,CNSN; POLARIS,"Simpson Lake, NU",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SMPN,-126.65,68.21,233.51,37.94,2.851,FALSE,TELESEISMIC,CNSN; POLARIS,"Simpson Lake, NWT",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SNLN,-107.61,62.83,356.24,42.71,1.451,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SNPN,-110.91,63.52,444.36,38.69,0.162,FALSE,TELESEISMIC,CNSN; POLARIS,"Snap Lake Mine, NWT",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SNQN,-79.22,56.54,4.81,49.25,9.857,FALSE,TELESEISMIC,CNSN; POLARIS,"Belcher Islands, NU",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SRLN,-83.32,68.55,241.39,37.56,0.239,FALSE,TELESEISMIC,CNSN; POLARIS,Scarpa Dewline,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
STCO,-79.17,43.21,92.45,42.84,2.408,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
STFQ,-71.54,46.55,150.51,38,,FALSE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2016,Crustal Model of the St. Lawrence Corridor from Charlevoix to Montreal,"Abstract Seismological Society of America annual meeting, Reno USA, April 2016"
STLN,-92.98,67.31,186.73,38.32,0.313,FALSE,TELESEISMIC,CNSN; POLARIS,NU,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
STUQ,-73.09,46.3,54.3,43,,FALSE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2016,Crustal Model of the St. Lawrence Corridor from Charlevoix to Montreal,"Abstract Seismological Society of America annual meeting, Reno USA, April 2016"
SULB,-124.36,53.28,1145.18,36.31,1.468,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SUNO,-81.34,46.64,360.88,35.68,0.398,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
SUNO,-81.34,46.64,360.88,35,,TRUE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2015,Crustal Structure of Eastern and Central Canada from a Neighborhood Algorithm Inversion,"Geol. Surv. Canada Open File 7833, 68 pp."
TALB,-124.25,52.02,1071,28.89,1.6,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
THMB,-124.13,52.55,1091.09,26.63,2.191,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
TIGG,-64,47,0.6,35.33,2.571,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
TOBO,-81.52,45.23,213.06,39.32,2.512,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
TYNO,-79.87,43.1,198.09,41.83,0.16,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
UBRB,-124.08,52.89,1221.76,36.18,1.276,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
ULM,-95.88,50.25,274.08,34.67,0.083,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
ULM,-95.88,50.25,274.08,34.42,0.186,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
ULM,-95.88,50.25,274.08,34.55,0.083,TRUE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
ULM,-95.88,50.25,274.08,35,,TRUE,TELESEISMIC,CNSN; POLARIS,,Bent and Kao,2015,Crustal Structure of Eastern and Central Canada from a Neighborhood Algorithm Inversion,"Geol. Surv. Canada Open File 7833, 68 pp."
VABQ,-75.61,45.9,197.9,41.71,6.832,FALSE,TELESEISMIC,CNSN; POLARIS,,Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
VIMO,-83.74,52.82,68.76,46.23,4.868,FALSE,TELESEISMIC,CNSN; POLARIS,"Victor Mine, ON",Postlethwaite,2014,Seismic velocities and composition of the Canadian crust.,"Tectonophysics, 633:246-267"
